-fno-vectorize,-fopenmp,-DN=512,-O0,OMP_NUM_THREADS,Run_Iteration,Result
True,False,-DN=2000,-O2,11,4,1.58582
True,False,-DN=2000,-O2,12,4,1.537894
True,False,-DN=2000,-O2,13,4,1.565683
True,False,-DN=2000,-O2,14,4,1.553734
True,False,-DN=2000,-O2,15,4,1.591552
True,False,-DN=2000,-O2,16,4,1.595748
True,False,-DN=2000,-O3,1,4,1.596446
True,False,-DN=2000,-O3,2,4,1.495652
True,False,-DN=2000,-O3,3,4,1.543411
True,False,-DN=2000,-O3,4,4,1.549577
True,False,-DN=2000,-O3,5,4,1.595064
True,False,-DN=2000,-O3,6,4,1.491507
True,False,-DN=2000,-O3,7,4,1.560673
True,False,-DN=2000,-O3,8,4,1.48589
True,False,-DN=2000,-O3,9,4,1.567706
True,False,-DN=2000,-O3,10,4,1.478278
True,False,-DN=2000,-O3,11,4,1.437173
True,False,-DN=2000,-O3,12,4,1.594929
True,False,-DN=2000,-O3,13,4,1.527579
True,False,-DN=2000,-O3,14,4,1.502869
True,False,-DN=2000,-O3,15,4,1.472685
True,False,-DN=2000,-O3,16,4,1.535224
True,False,-DN=2048,-O0,1,4,10.822463
True,False,-DN=2048,-O0,2,4,10.912293
True,False,-DN=2048,-O0,3,4,10.806265
True,False,-DN=2048,-O0,4,4,10.849109
True,False,-DN=2048,-O0,5,4,10.808009
True,False,-DN=2048,-O0,6,4,10.794022
True,False,-DN=2048,-O0,7,4,10.799564
True,False,-DN=2048,-O0,8,4,10.848414
True,False,-DN=2048,-O0,9,4,10.865628
True,False,-DN=2048,-O0,10,4,10.826421
True,False,-DN=2048,-O0,11,4,10.910955
True,False,-DN=2048,-O0,12,4,10.844596
True,False,-DN=2048,-O0,13,4,10.779826
True,False,-DN=2048,-O0,14,4,10.837733
True,False,-DN=2048,-O0,15,4,10.863509
True,False,-DN=2048,-O0,16,4,10.817739
True,False,-DN=2048,-O2,1,4,2.057562
True,False,-DN=2048,-O2,2,4,1.982399
True,False,-DN=2048,-O2,3,4,2.028107
True,False,-DN=2048,-O2,4,4,2.041148
True,False,-DN=2048,-O2,5,4,2.059841
True,False,-DN=2048,-O2,6,4,2.02684
True,False,-DN=2048,-O2,7,4,1.985275
True,False,-DN=2048,-O2,8,4,1.98467
True,False,-DN=2048,-O2,9,4,1.855352
True,False,-DN=2048,-O2,10,4,2.006638
True,False,-DN=2048,-O2,11,4,2.035119
True,False,-DN=2048,-O2,12,4,2.004888
True,False,-DN=2048,-O2,13,4,2.096463
True,False,-DN=2048,-O2,14,4,1.996138
True,False,-DN=2048,-O2,15,4,2.064849
True,False,-DN=2048,-O2,16,4,2.071097
True,False,-DN=2048,-O3,1,4,1.979591
True,False,-DN=2048,-O3,2,4,2.011145
True,False,-DN=2048,-O3,3,4,1.995377
True,False,-DN=2048,-O3,4,4,2.077196
True,False,-DN=2048,-O3,5,4,2.082265
True,False,-DN=2048,-O3,6,4,1.88233
True,False,-DN=2048,-O3,7,4,2.001976
True,False,-DN=2048,-O3,8,4,1.904623
True,False,-DN=2048,-O3,9,4,2.025003
True,False,-DN=2048,-O3,10,4,2.052747
True,False,-DN=2048,-O3,11,4,2.009133
True,False,-DN=2048,-O3,12,4,2.054848
True,False,-DN=2048,-O3,13,4,2.034031
True,False,-DN=2048,-O3,14,4,2.081139
True,False,-DN=2048,-O3,15,4,2.048781
True,False,-DN=2048,-O3,16,4,1.855118
False,True,-DN=512,-O0,1,4,0.201535
False,True,-DN=512,-O0,2,4,0.101014
False,True,-DN=512,-O0,3,4,0.068124
False,True,-DN=512,-O0,4,4,0.051724
False,True,-DN=512,-O0,5,4,0.041452
False,True,-DN=512,-O0,6,4,0.037813
False,True,-DN=512,-O0,7,4,0.033976
False,True,-DN=512,-O0,8,4,0.026994
False,True,-DN=512,-O0,9,4,0.028281
False,True,-DN=512,-O0,10,4,0.025627
False,True,-DN=512,-O0,11,4,0.020112
False,True,-DN=512,-O0,12,4,0.02343
False,True,-DN=512,-O0,13,4,0.019338
False,True,-DN=512,-O0,14,4,0.021279
False,True,-DN=512,-O0,15,4,0.027227
False,True,-DN=512,-O0,16,4,0.024254
False,True,-DN=512,-O2,1,4,0.015489
False,True,-DN=512,-O2,2,4,0.007962
False,True,-DN=512,-O2,3,4,0.005448
False,True,-DN=512,-O2,4,4,0.005492
False,True,-DN=512,-O2,5,4,0.006254
False,True,-DN=512,-O2,6,4,0.002627
False,True,-DN=512,-O2,7,4,0.00226
False,True,-DN=512,-O2,8,4,0.004018
False,True,-DN=512,-O2,9,4,0.005748
False,True,-DN=512,-O2,10,4,0.003097
False,True,-DN=512,-O2,11,4,0.004269
False,True,-DN=512,-O2,12,4,0.003932
False,True,-DN=512,-O2,13,4,0.002421
False,True,-DN=512,-O2,14,4,0.004911
False,True,-DN=512,-O2,15,4,0.006934
False,True,-DN=512,-O2,16,4,0.003907
False,True,-DN=512,-O3,1,4,0.015331
False,True,-DN=512,-O3,2,4,0.007909
False,True,-DN=512,-O3,3,4,0.005263
False,True,-DN=512,-O3,4,4,0.00408
False,True,-DN=512,-O3,5,4,0.003106
False,True,-DN=512,-O3,6,4,0.005338
False,True,-DN=512,-O3,7,4,0.004005
False,True,-DN=512,-O3,8,4,0.002029
False,True,-DN=512,-O3,9,4,0.00182
False,True,-DN=512,-O3,10,4,0.003207
False,True,-DN=512,-O3,11,4,0.004255
False,True,-DN=512,-O3,12,4,0.003836
False,True,-DN=512,-O3,13,4,0.003562
False,True,-DN=512,-O3,14,4,0.005649
False,True,-DN=512,-O3,15,4,0.00316
False,True,-DN=512,-O3,16,4,0.002934
False,True,-DN=513,-O0,1,4,0.203515
False,True,-DN=513,-O0,2,4,0.101974
False,True,-DN=513,-O0,3,4,0.068824
False,True,-DN=513,-O0,4,4,0.052953
False,True,-DN=513,-O0,5,4,0.05472
False,True,-DN=513,-O0,6,4,0.045188
False,True,-DN=513,-O0,7,4,0.031259
False,True,-DN=513,-O0,8,4,0.029907
False,True,-DN=513,-O0,9,4,0.024735
False,True,-DN=513,-O0,10,4,0.041397
False,True,-DN=513,-O0,11,4,0.028715
False,True,-DN=513,-O0,12,4,0.041126
False,True,-DN=513,-O0,13,4,0.021995
False,True,-DN=513,-O0,14,4,0.029301
False,True,-DN=513,-O0,15,4,0.028132
False,True,-DN=513,-O0,16,4,0.015125
False,True,-DN=513,-O2,1,4,0.018384
False,True,-DN=513,-O2,2,4,0.009219
False,True,-DN=513,-O2,3,4,0.00646
False,True,-DN=513,-O2,4,4,0.004652
False,True,-DN=513,-O2,5,4,0.00717
False,True,-DN=513,-O2,6,4,0.008311
False,True,-DN=513,-O2,7,4,0.006
False,True,-DN=513,-O2,8,4,0.004453
False,True,-DN=513,-O2,9,4,0.003959
False,True,-DN=513,-O2,10,4,0.003619
False,True,-DN=513,-O2,11,4,0.005994
False,True,-DN=513,-O2,12,4,0.007878
False,True,-DN=513,-O2,13,4,0.002738
False,True,-DN=513,-O2,14,4,0.00254
False,True,-DN=513,-O2,15,4,0.003576
False,True,-DN=513,-O2,16,4,0.005898
False,True,-DN=513,-O3,1,4,0.01778
False,True,-DN=513,-O3,2,4,0.00949
False,True,-DN=513,-O3,3,4,0.00638
False,True,-DN=513,-O3,4,4,0.00457
False,True,-DN=513,-O3,5,4,0.003754
False,True,-DN=513,-O3,6,4,0.003063
False,True,-DN=513,-O3,7,4,0.00781
False,True,-DN=513,-O3,8,4,0.005419
False,True,-DN=513,-O3,9,4,0.004197
False,True,-DN=513,-O3,10,4,0.005472
False,True,-DN=513,-O3,11,4,0.003241
False,True,-DN=513,-O3,12,4,0.00327
False,True,-DN=513,-O3,13,4,0.002397
False,True,-DN=513,-O3,14,4,0.002826
False,True,-DN=513,-O3,15,4,0.003724
False,True,-DN=513,-O3,16,4,0.009606
False,True,-DN=1000,-O0,1,4,1.492649
False,True,-DN=1000,-O0,2,4,0.742232
False,True,-DN=1000,-O0,3,4,0.5113
False,True,-DN=1000,-O0,4,4,0.385647
False,True,-DN=1000,-O0,5,4,0.30707
False,True,-DN=1000,-O0,6,4,0.258521
False,True,-DN=1000,-O0,7,4,0.222413
False,True,-DN=1000,-O0,8,4,0.206871
False,True,-DN=1000,-O0,9,4,0.178725
False,True,-DN=1000,-O0,10,4,0.178549
False,True,-DN=1000,-O0,11,4,0.163839
False,True,-DN=1000,-O0,12,4,0.147195
False,True,-DN=1000,-O0,13,4,0.12673
False,True,-DN=1000,-O0,14,4,0.131509
False,True,-DN=1000,-O0,15,4,0.162041
False,True,-DN=1000,-O0,16,4,0.147656
False,True,-DN=1000,-O2,1,4,0.115359
False,True,-DN=1000,-O2,2,4,0.061652
False,True,-DN=1000,-O2,3,4,0.047212
False,True,-DN=1000,-O2,4,4,0.030527
False,True,-DN=1000,-O2,5,4,0.025142
False,True,-DN=1000,-O2,6,4,0.025278
False,True,-DN=1000,-O2,7,4,0.018498
False,True,-DN=1000,-O2,8,4,0.026696
False,True,-DN=1000,-O2,9,4,0.021443
False,True,-DN=1000,-O2,10,4,0.018557
False,True,-DN=1000,-O2,11,4,0.013319
False,True,-DN=1000,-O2,12,4,0.029337
False,True,-DN=1000,-O2,13,4,0.024722
False,True,-DN=1000,-O2,14,4,0.018137
False,True,-DN=1000,-O2,15,4,0.024152
False,True,-DN=1000,-O2,16,4,0.026394
False,True,-DN=1000,-O3,1,4,0.11462
False,True,-DN=1000,-O3,2,4,0.059177
False,True,-DN=1000,-O3,3,4,0.039829
False,True,-DN=1000,-O3,4,4,0.030942
False,True,-DN=1000,-O3,5,4,0.024715
False,True,-DN=1000,-O3,6,4,0.020433
False,True,-DN=1000,-O3,7,4,0.018209
False,True,-DN=1000,-O3,8,4,0.022529
False,True,-DN=1000,-O3,9,4,0.016956
False,True,-DN=1000,-O3,10,4,0.026699
False,True,-DN=1000,-O3,11,4,0.017797
False,True,-DN=1000,-O3,12,4,0.016727
False,True,-DN=1000,-O3,13,4,0.018815
False,True,-DN=1000,-O3,14,4,0.02116
False,True,-DN=1000,-O3,15,4,0.016709
False,True,-DN=1000,-O3,16,4,0.020975
False,True,-DN=1024,-O0,1,4,1.608997
False,True,-DN=1024,-O0,2,4,0.802491
False,True,-DN=1024,-O0,3,4,0.54803
False,True,-DN=1024,-O0,4,4,0.41654
False,True,-DN=1024,-O0,5,4,0.33387
False,True,-DN=1024,-O0,6,4,0.281639
False,True,-DN=1024,-O0,7,4,0.24037
False,True,-DN=1024,-O0,8,4,0.210607
False,True,-DN=1024,-O0,9,4,0.196125
False,True,-DN=1024,-O0,10,4,0.176435
False,True,-DN=1024,-O0,11,4,0.176554
False,True,-DN=1024,-O0,12,4,0.157567
False,True,-DN=1024,-O0,13,4,0.14618
False,True,-DN=1024,-O0,14,4,0.132531
False,True,-DN=1024,-O0,15,4,0.141048
False,True,-DN=1024,-O0,16,4,0.135472
False,True,-DN=1024,-O2,1,4,0.122927
False,True,-DN=1024,-O2,2,4,0.064131
False,True,-DN=1024,-O2,3,4,0.044381
False,True,-DN=1024,-O2,4,4,0.040747
False,True,-DN=1024,-O2,5,4,0.02754
False,True,-DN=1024,-O2,6,4,0.024745
False,True,-DN=1024,-O2,7,4,0.019327
False,True,-DN=1024,-O2,8,4,0.025056
False,True,-DN=1024,-O2,9,4,0.033188
False,True,-DN=1024,-O2,10,4,0.031697
False,True,-DN=1024,-O2,11,4,0.023145
False,True,-DN=1024,-O2,12,4,0.020973
False,True,-DN=1024,-O2,13,4,0.029237
False,True,-DN=1024,-O2,14,4,0.018691
False,True,-DN=1024,-O2,15,4,0.018391
False,True,-DN=1024,-O2,16,4,0.023142
False,True,-DN=1024,-O3,1,4,0.122829
False,True,-DN=1024,-O3,2,4,0.062919
False,True,-DN=1024,-O3,3,4,0.042149
False,True,-DN=1024,-O3,4,4,0.040257
False,True,-DN=1024,-O3,5,4,0.027973
False,True,-DN=1024,-O3,6,4,0.026504
False,True,-DN=1024,-O3,7,4,0.018674
False,True,-DN=1024,-O3,8,4,0.017137
False,True,-DN=1024,-O3,9,4,0.01482
False,True,-DN=1024,-O3,10,4,0.017048
False,True,-DN=1024,-O3,11,4,0.018415
False,True,-DN=1024,-O3,12,4,0.02144
False,True,-DN=1024,-O3,13,4,0.018944
False,True,-DN=1024,-O3,14,4,0.018369
False,True,-DN=1024,-O3,15,4,0.031031
False,True,-DN=1024,-O3,16,4,0.027278
False,True,-DN=2000,-O0,1,4,12.192324
False,True,-DN=2000,-O0,2,4,6.096652
False,True,-DN=2000,-O0,3,4,4.139321
False,True,-DN=2000,-O0,4,4,3.111676
False,True,-DN=2000,-O0,5,4,2.498685
False,True,-DN=2000,-O0,6,4,2.11216
False,True,-DN=2000,-O0,7,4,1.816668
False,True,-DN=2000,-O0,8,4,1.59547
False,True,-DN=2000,-O0,9,4,1.455497
False,True,-DN=2000,-O0,10,4,1.32196
False,True,-DN=2000,-O0,11,4,1.232465
False,True,-DN=2000,-O0,12,4,1.140525
False,True,-DN=2000,-O0,13,4,1.03807
False,True,-DN=2000,-O0,14,4,0.971429
False,True,-DN=2000,-O0,15,4,0.923205
False,True,-DN=2000,-O0,16,4,0.872384
False,True,-DN=2000,-O2,1,4,1.581832
False,True,-DN=2000,-O2,2,4,0.795619
False,True,-DN=2000,-O2,3,4,0.511674
False,True,-DN=2000,-O2,4,4,0.383182
False,True,-DN=2000,-O2,5,4,0.346526
False,True,-DN=2000,-O2,6,4,0.283951
False,True,-DN=2000,-O2,7,4,0.27356
False,True,-DN=2000,-O2,8,4,0.248714
False,True,-DN=2000,-O2,9,4,0.234791
False,True,-DN=2000,-O2,10,4,0.182048
False,True,-DN=2000,-O2,11,4,0.178409
False,True,-DN=2000,-O2,12,4,0.15324
False,True,-DN=2000,-O2,13,4,0.153373
False,True,-DN=2000,-O2,14,4,0.21083
False,True,-DN=2000,-O2,15,4,0.154706
False,True,-DN=2000,-O2,16,4,0.138361
False,True,-DN=2000,-O3,1,4,1.578337
False,True,-DN=2000,-O3,2,4,0.732477
False,True,-DN=2000,-O3,3,4,0.522856
False,True,-DN=2000,-O3,4,4,0.415339
False,True,-DN=2000,-O3,5,4,0.338508
False,True,-DN=2000,-O3,6,4,0.271993
False,True,-DN=2000,-O3,7,4,0.267843
False,True,-DN=2000,-O3,8,4,0.223307
False,True,-DN=2000,-O3,9,4,0.217145
False,True,-DN=2000,-O3,10,4,0.199269
False,True,-DN=2000,-O3,11,4,0.172437
False,True,-DN=2000,-O3,12,4,0.168713
False,True,-DN=2000,-O3,13,4,0.171699
False,True,-DN=2000,-O3,14,4,0.163829
False,True,-DN=2000,-O3,15,4,0.14881
False,True,-DN=2000,-O3,16,4,0.156836
False,True,-DN=2048,-O0,1,4,13.154015
False,True,-DN=2048,-O0,2,4,6.608429
False,True,-DN=2048,-O0,3,4,4.518911
False,True,-DN=2048,-O0,4,4,3.389629
False,True,-DN=2048,-O0,5,4,2.725445
False,True,-DN=2048,-O0,6,4,2.273645
False,True,-DN=2048,-O0,7,4,1.982627
False,True,-DN=2048,-O0,8,4,1.752855
False,True,-DN=2048,-O0,9,4,1.564145
False,True,-DN=2048,-O0,10,4,1.436876
False,True,-DN=2048,-O0,11,4,1.303955
False,True,-DN=2048,-O0,12,4,1.196362
False,True,-DN=2048,-O0,13,4,1.132841
False,True,-DN=2048,-O0,14,4,1.051805
False,True,-DN=2048,-O0,15,4,0.986325
False,True,-DN=2048,-O0,16,4,0.92882
False,True,-DN=2048,-O2,1,4,2.04096
False,True,-DN=2048,-O2,2,4,0.971794
False,True,-DN=2048,-O2,3,4,0.678695
False,True,-DN=2048,-O2,4,4,0.519808
False,True,-DN=2048,-O2,5,4,0.432372
False,True,-DN=2048,-O2,6,4,0.375242
False,True,-DN=2048,-O2,7,4,0.351282
False,True,-DN=2048,-O2,8,4,0.291602
False,True,-DN=2048,-O2,9,4,0.272223
False,True,-DN=2048,-O2,10,4,0.23714
False,True,-DN=2048,-O2,11,4,0.210969
False,True,-DN=2048,-O2,12,4,0.21247
False,True,-DN=2048,-O2,13,4,0.203142
False,True,-DN=2048,-O2,14,4,0.164215
False,True,-DN=2048,-O2,15,4,0.180637
False,True,-DN=2048,-O2,16,4,0.170619
False,True,-DN=2048,-O3,1,4,1.854919
False,True,-DN=2048,-O3,2,4,0.991344
False,True,-DN=2048,-O3,3,4,0.683307
False,True,-DN=2048,-O3,4,4,0.514975
False,True,-DN=2048,-O3,5,4,0.450016
False,True,-DN=2048,-O3,6,4,0.365977
False,True,-DN=2048,-O3,7,4,0.325436
False,True,-DN=2048,-O3,8,4,0.296107
False,True,-DN=2048,-O3,9,4,0.272528
False,True,-DN=2048,-O3,10,4,0.238986
False,True,-DN=2048,-O3,11,4,0.221725
False,True,-DN=2048,-O3,12,4,0.227618
False,True,-DN=2048,-O3,13,4,0.202873
False,True,-DN=2048,-O3,14,4,0.183936
False,True,-DN=2048,-O3,15,4,0.179727
False,True,-DN=2048,-O3,16,4,0.167053
False,False,-DN=512,-O0,1,4,0.158844
False,False,-DN=512,-O0,2,4,0.155874
False,False,-DN=512,-O0,3,4,0.157994
False,False,-DN=512,-O0,4,4,0.155495
False,False,-DN=512,-O0,5,4,0.15523
False,False,-DN=512,-O0,6,4,0.156397
False,False,-DN=512,-O0,7,4,0.156325
False,False,-DN=512,-O0,8,4,0.15531
False,False,-DN=512,-O0,9,4,0.157151
False,False,-DN=512,-O0,10,4,0.155026
False,False,-DN=512,-O0,11,4,0.158215
False,False,-DN=512,-O0,12,4,0.156184
False,False,-DN=512,-O0,13,4,0.158392
False,False,-DN=512,-O0,14,4,0.153752
False,False,-DN=512,-O0,15,4,0.15457
False,False,-DN=512,-O0,16,4,0.158266
False,False,-DN=512,-O2,1,4,0.01597
False,False,-DN=512,-O2,2,4,0.015776
False,False,-DN=512,-O2,3,4,0.016251
False,False,-DN=512,-O2,4,4,0.016011
False,False,-DN=512,-O2,5,4,0.016065
False,False,-DN=512,-O2,6,4,0.015816
False,False,-DN=512,-O2,7,4,0.016014
False,False,-DN=512,-O2,8,4,0.015904
False,False,-DN=512,-O2,9,4,0.01538
False,False,-DN=512,-O2,10,4,0.016062
False,False,-DN=512,-O2,11,4,0.015736
False,False,-DN=512,-O2,12,4,0.015975
False,False,-DN=512,-O2,13,4,0.015653
False,False,-DN=512,-O2,14,4,0.015929
False,False,-DN=512,-O2,15,4,0.016129
False,False,-DN=512,-O2,16,4,0.015967
False,False,-DN=512,-O3,1,4,0.015988
False,False,-DN=512,-O3,2,4,0.016232
False,False,-DN=512,-O3,3,4,0.015837
False,False,-DN=512,-O3,4,4,0.016101
False,False,-DN=512,-O3,5,4,0.01607
False,False,-DN=512,-O3,6,4,0.016111
False,False,-DN=512,-O3,7,4,0.015745
False,False,-DN=512,-O3,8,4,0.016202
False,False,-DN=512,-O3,9,4,0.015811
False,False,-DN=512,-O3,10,4,0.01596
False,False,-DN=512,-O3,11,4,0.016009
False,False,-DN=512,-O3,12,4,0.015467
False,False,-DN=512,-O3,13,4,0.016141
False,False,-DN=512,-O3,14,4,0.015928
False,False,-DN=512,-O3,15,4,0.016077
False,False,-DN=512,-O3,16,4,0.015744
False,False,-DN=513,-O0,1,4,0.157076
False,False,-DN=513,-O0,2,4,0.155622
False,False,-DN=513,-O0,3,4,0.159127
False,False,-DN=513,-O0,4,4,0.155434
False,False,-DN=513,-O0,5,4,0.155583
False,False,-DN=513,-O0,6,4,0.15493
False,False,-DN=513,-O0,7,4,0.155736
False,False,-DN=513,-O0,8,4,0.156741
False,False,-DN=513,-O0,9,4,0.155582
False,False,-DN=513,-O0,10,4,0.156765
False,False,-DN=513,-O0,11,4,0.155991
False,False,-DN=513,-O0,12,4,0.155609
False,False,-DN=513,-O0,13,4,0.161768
False,False,-DN=513,-O0,14,4,0.155401
False,False,-DN=513,-O0,15,4,0.15476
False,False,-DN=513,-O0,16,4,0.156072
False,False,-DN=513,-O2,1,4,0.018288
False,False,-DN=513,-O2,2,4,0.017735
False,False,-DN=513,-O2,3,4,0.01819
False,False,-DN=513,-O2,4,4,0.017985
False,False,-DN=513,-O2,5,4,0.018298
False,False,-DN=513,-O2,6,4,0.018294
False,False,-DN=513,-O2,7,4,0.018163
False,False,-DN=513,-O2,8,4,0.018078
False,False,-DN=513,-O2,9,4,0.017442
False,False,-DN=513,-O2,10,4,0.018175
False,False,-DN=513,-O2,11,4,0.017457
False,False,-DN=513,-O2,12,4,0.018169
False,False,-DN=513,-O2,13,4,0.017588
False,False,-DN=513,-O2,14,4,0.018176
False,False,-DN=513,-O2,15,4,0.017608
False,False,-DN=513,-O2,16,4,0.017919
False,False,-DN=513,-O3,1,4,0.017848
False,False,-DN=513,-O3,2,4,0.017915
False,False,-DN=513,-O3,3,4,0.018399
False,False,-DN=513,-O3,4,4,0.018078
False,False,-DN=513,-O3,5,4,0.017935
False,False,-DN=513,-O3,6,4,0.018142
False,False,-DN=513,-O3,7,4,0.017969
False,False,-DN=513,-O3,8,4,0.018773
False,False,-DN=513,-O3,9,4,0.017547
False,False,-DN=513,-O3,10,4,0.017811
False,False,-DN=513,-O3,11,4,0.0179
False,False,-DN=513,-O3,12,4,0.017955
False,False,-DN=513,-O3,13,4,0.017994
False,False,-DN=513,-O3,14,4,0.017906
False,False,-DN=513,-O3,15,4,0.017987
False,False,-DN=513,-O3,16,4,0.018074
False,False,-DN=1000,-O0,1,4,1.158562
False,False,-DN=1000,-O0,2,4,1.170407
False,False,-DN=1000,-O0,3,4,1.171916
False,False,-DN=1000,-O0,4,4,1.158138
False,False,-DN=1000,-O0,5,4,1.181363
False,False,-DN=1000,-O0,6,4,1.162497
False,False,-DN=1000,-O0,7,4,1.170995
False,False,-DN=1000,-O0,8,4,1.174686
False,False,-DN=1000,-O0,9,4,1.169014
False,False,-DN=1000,-O0,10,4,1.165016
False,False,-DN=1000,-O0,11,4,1.170999
False,False,-DN=1000,-O0,12,4,1.161579
False,False,-DN=1000,-O0,13,4,1.173844
False,False,-DN=1000,-O0,14,4,1.169598
False,False,-DN=1000,-O0,15,4,1.174523
False,False,-DN=1000,-O0,16,4,1.162814
False,False,-DN=1000,-O2,1,4,0.112148
False,False,-DN=1000,-O2,2,4,0.113603
False,False,-DN=1000,-O2,3,4,0.116515
False,False,-DN=1000,-O2,4,4,0.115403
False,False,-DN=1000,-O2,5,4,0.113325
False,False,-DN=1000,-O2,6,4,0.115331
False,False,-DN=1000,-O2,7,4,0.114347
False,False,-DN=1000,-O2,8,4,0.113178
False,False,-DN=1000,-O2,9,4,0.114137
False,False,-DN=1000,-O2,10,4,0.114473
False,False,-DN=1000,-O2,11,4,0.114397
False,False,-DN=1000,-O2,12,4,0.113203
False,False,-DN=1000,-O2,13,4,0.112995
False,False,-DN=1000,-O2,14,4,0.113694
False,False,-DN=1000,-O2,15,4,0.112939
False,False,-DN=1000,-O2,16,4,0.114537
False,False,-DN=1000,-O3,1,4,0.115132
False,False,-DN=1000,-O3,2,4,0.115353
False,False,-DN=1000,-O3,3,4,0.113003
False,False,-DN=1000,-O3,4,4,0.11506
False,False,-DN=1000,-O3,5,4,0.114412
False,False,-DN=1000,-O3,6,4,0.11424
False,False,-DN=1000,-O3,7,4,0.115058
False,False,-DN=1000,-O3,8,4,0.112358
False,False,-DN=1000,-O3,9,4,0.114222
False,False,-DN=1000,-O3,10,4,0.112792
False,False,-DN=1000,-O3,11,4,0.113662
False,False,-DN=1000,-O3,12,4,0.117408
False,False,-DN=1000,-O3,13,4,0.113837
False,False,-DN=1000,-O3,14,4,0.113814
False,False,-DN=1000,-O3,15,4,0.113601
False,False,-DN=1000,-O3,16,4,0.11483
False,False,-DN=1024,-O0,1,4,1.257775
False,False,-DN=1024,-O0,2,4,1.257316
False,False,-DN=1024,-O0,3,4,1.241393
False,False,-DN=1024,-O0,4,4,1.254775
False,False,-DN=1024,-O0,5,4,1.258996
False,False,-DN=1024,-O0,6,4,1.256296
False,False,-DN=1024,-O0,7,4,1.254231
False,False,-DN=1024,-O0,8,4,1.26024
False,False,-DN=1024,-O0,9,4,1.254368
False,False,-DN=1024,-O0,10,4,1.253732
False,False,-DN=1024,-O0,11,4,1.257893
False,False,-DN=1024,-O0,12,4,1.260067
False,False,-DN=1024,-O0,13,4,1.254635
False,False,-DN=1024,-O0,14,4,1.259475
False,False,-DN=1024,-O0,15,4,1.243266
False,False,-DN=1024,-O0,16,4,1.243609
False,False,-DN=1024,-O2,1,4,0.120695
False,False,-DN=1024,-O2,2,4,0.122501
False,False,-DN=1024,-O2,3,4,0.121043
False,False,-DN=1024,-O2,4,4,0.122815
False,False,-DN=1024,-O2,5,4,0.121305
False,False,-DN=1024,-O2,6,4,0.121344
False,False,-DN=1024,-O2,7,4,0.122934
False,False,-DN=1024,-O2,8,4,0.121506
False,False,-DN=1024,-O2,9,4,0.122187
False,False,-DN=1024,-O2,10,4,0.121944
False,False,-DN=1024,-O2,11,4,0.122179
False,False,-DN=1024,-O2,12,4,0.125332
False,False,-DN=1024,-O2,13,4,0.121515
False,False,-DN=1024,-O2,14,4,0.120125
False,False,-DN=1024,-O2,15,4,0.121638
False,False,-DN=1024,-O2,16,4,0.123098
False,False,-DN=1024,-O3,1,4,0.122456
False,False,-DN=1024,-O3,2,4,0.122719
False,False,-DN=1024,-O3,3,4,0.12309
False,False,-DN=1024,-O3,4,4,0.123788
False,False,-DN=1024,-O3,5,4,0.124625
False,False,-DN=1024,-O3,6,4,0.123098
False,False,-DN=1024,-O3,7,4,0.124357
False,False,-DN=1024,-O3,8,4,0.121395
False,False,-DN=1024,-O3,9,4,0.124159
False,False,-DN=1024,-O3,10,4,0.121112
False,False,-DN=1024,-O3,11,4,0.122399
False,False,-DN=1024,-O3,12,4,0.120625
False,False,-DN=1024,-O3,13,4,0.121036
False,False,-DN=1024,-O3,14,4,0.124746
False,False,-DN=1024,-O3,15,4,0.123164
False,False,-DN=1024,-O3,16,4,0.121244
False,False,-DN=2000,-O0,1,4,10.124062
False,False,-DN=2000,-O0,2,4,9.955518
False,False,-DN=2000,-O0,3,4,10.054995
False,False,-DN=2000,-O0,4,4,10.05932
False,False,-DN=2000,-O0,5,4,10.080277
False,False,-DN=2000,-O0,6,4,9.937752
False,False,-DN=2000,-O0,7,4,10.090378
False,False,-DN=2000,-O0,8,4,10.020428
False,False,-DN=2000,-O0,9,4,10.052707
False,False,-DN=2000,-O0,10,4,10.037125
False,False,-DN=2000,-O0,11,4,9.991788
False,False,-DN=2000,-O0,12,4,9.893912
False,False,-DN=2000,-O0,13,4,10.03829
False,False,-DN=2000,-O0,14,4,10.028991
False,False,-DN=2000,-O0,15,4,9.97831
False,False,-DN=2000,-O0,16,4,10.093197
False,False,-DN=2000,-O2,1,4,1.562
False,False,-DN=2000,-O2,2,4,1.517479
False,False,-DN=2000,-O2,3,4,1.50568
False,False,-DN=2000,-O2,4,4,1.463241
False,False,-DN=2000,-O2,5,4,1.526545
False,False,-DN=2000,-O2,6,4,1.42533
False,False,-DN=2000,-O2,7,4,1.508372
False,False,-DN=2000,-O2,8,4,1.512479
False,False,-DN=2000,-O2,9,4,1.520251
False,False,-DN=2000,-O2,10,4,1.502629
False,False,-DN=2000,-O2,11,4,1.526261
False,False,-DN=2000,-O2,12,4,1.516065
False,False,-DN=2000,-O2,13,4,1.546226
False,False,-DN=2000,-O2,14,4,1.527895
False,False,-DN=2000,-O2,15,4,1.44496
False,False,-DN=2000,-O2,16,4,1.525924
False,False,-DN=2000,-O3,1,4,1.432961
False,False,-DN=2000,-O3,2,4,1.575263
False,False,-DN=2000,-O3,3,4,1.41227
False,False,-DN=2000,-O3,4,4,1.405647
False,False,-DN=2000,-O3,5,4,1.504422
False,False,-DN=2000,-O3,6,4,1.581794
False,False,-DN=2000,-O3,7,4,1.572206
